Souèástka;Znaèení;Pøipojení;Specifikace;Typ;Funkce;Symbol;Stránka è.;È.skupiny;Viditelné;Výpisy zapojení;Výpisy materiálu;Mech. pøíslušenství;VýKON;OTáèKY;Viditelné
 (1);;;1mm2,blue;P11:2/FU0:8;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1mm2,black;EM0:1/P11:1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,black;FU2:1/X2:A6;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,black;FU1:1/X2:A5;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,black;FU3:1/X2:A7;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,black;FI1:2/X2:A4;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,gray;FU0:6/X2:A3;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,blue;FI1:4/X2:B2;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,blue;FI2:4/X2:B3;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,blue;FI0:8/X2:B1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,brown;FU0:4/X2:A2;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,black;FU0:2/X2:A1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,black;X2:A7/PS1:L;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,blue;X2:B5/PS1:N;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,G-Y;X2:C5/PS1:PE;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,brown;FU0:4/FI1:1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,gray;FU0:6/FI2:1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,blue;FU0:8/FI0:3;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,black;FU0:2/FI0:1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,black;FU2:1/X2:A6;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,black;FU1:1/X2:A5;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,black;FU3:1/X2:A7;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,black;FI1:2/X2:A4;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,gray;FU0:6/X2:A3;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;1,5mm2,blue;FI1:4/X2:B2;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,blue;FI2:4/X2:B3;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,blue;FI0:8/X2:B1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,brown;FU0:4/X2:A2;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;2,5mm2,black;FU0:2/X2:A1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;3x1,5mm2;ZR-1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;3x1,5mm2;LIGHT;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;3x1,5mm2;ROBOT;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;5x2,5mm2;TR-C;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;5x2,5mm2;TR-C;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;;SC-1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;;SC-2;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;;RS422;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;3x1,5mm2;ZR-1;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;3x1,5mm2;LIGHT;;sipka;6;1;Ano;Ano;Ano;;;;Ano
 (1);;;3x1,5mm2;ROBOT;;sipka;6;1;Ano;Ano;Ano;;;;Ano
P1 (1);P1;1,2;24VAC/DC 20mA;ELECO HIS-95 R;;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P2 (1);P2;1,2;24VAC/DC 20mA;ELECO HIS-95 G;;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P3 (1);P3;1,2;24VAC/DC 20mA;ELECO HIS-95 G;;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P4 (1);P4;1,2;24VAC/DC 20mA;ELECO HIS-95 G;;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P5 (1);P5;1,2;24VAC/DC 20mA;ELECO HIS-95 G;;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P6 (1);P6;1,2;24VAC/DC 20mA;ELECO HIS-95 G;;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P7 (1);P7;1,2;24VAC/DC 20mA;ELECO HIS-95 G;;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P8 (1);P8;1,2;24VAC/DC 20mA;ELECO HIS-95 G;;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P9 (1);P9;1,2;24VAC/DC 20mA;ELECO HIS-95 G;;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P10 (1);P10;1,2;24VAC/DC 20mA;ELECO HIS-95 G;;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P11 (1);P11;1,2;230VAC/DC,20mA,RED;ELECO HIS-95 R;HR-230V-ON;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
P12 (1);P12;1,2;24VDC/DC,20mA,RED;ELECO HIS-95 G;HR-24V-ON;08-10-01_AB;1;1;Ano;Ano;Ano;;;;Ano
PUC3-IN (0);PUC3-IN;;;X15:A1/PUC3:IN1;;sipka;6;0;Ano;Ano;Ano;;;;Ano
PUC3-IN (0);PUC3-IN;;;X15:A2/PUC3:IN2;;sipka;6;0;Ano;Ano;Ano;;;;Ano
PUC3-IN (0);PUC3-IN;;;X15:A1/PUC3:IN1;;sipka;6;0;Ano;Ano;Ano;;;;Ano
PUC3-IN (0);PUC3-IN;;;X15:A2/PUC3:IN2;;sipka;6;0;Ano;Ano;Ano;;;;Ano
X11 (0);X11;;;X16:A2/PUC3:IN4;;sipka;6;0;Ano;Ano;Ano;;;;Ano
X11 (0);X11;;;X16:A2/PUC3:IN4;;sipka;6;0;Ano;Ano;Ano;;;;Ano
X12 (0);X12;;;X17:A1/PUC3:IN5;;sipka;6;0;Ano;Ano;Ano;;;;Ano
X12 (0);X12;;;X17:A1/PUC3:IN5;;sipka;6;0;Ano;Ano;Ano;;;;Ano
X13 (0);X13;;;X17:A2/PUC3:IN6;;sipka;6;0;Ano;Ano;Ano;;;;Ano
X13 (0);X13;;;X17:A2/PUC3:IN6;;sipka;6;0;Ano;Ano;Ano;;;;Ano
X16 (0);X16;;;X16:A1/PUC3:IN3;;sipka;6;0;Ano;Ano;Ano;;;;Ano
X16 (0);X16;;;X16:A1/PUC3:IN3;;sipka;6;0;Ano;Ano;Ano;;;;Ano
Z1 (1);Z1;1,2,3;ABB;M1174;;Zásuvka_3B;3;1;Ano;Ano;Ano;;;;Ano
Z2 (1);Z2;1,2,3;ABB;M1174;;Zásuvka_3B;3;1;Ano;Ano;Ano;;;;Ano
Z3 (1);Z3;1,2,3;ABB;M1174;;Zásuvka_3B;3;1;Ano;Ano;Ano;;;;Ano
Z4 (1);Z4;1,2,3;ABB;M1174;;Zásuvka_3B;3;1;Ano;Ano;Ano;;;;Ano
